,Name,Province,Service,Address,Location
5564,Gkn Kargo Kartal,Yalova,Gkn Kargo,"Esentepe, Makam Sk. No:8, 34870 Kartal/İstanbul, Türkiye","40.908531599999996, 29.1823759"
5565,Trendyol Express,Adana,trendyol express,"Gürselpaşa, 01200 Seyhan/Adana, Türkiye","37.0193923, 35.257169499999996"
5566,Trendyol Express,Adana,trendyol express,"2000 Evler, 76072. Sk., 01200 Seyhan/Adana, Türkiye","37.0310416, 35.2568365"
5567,Trendyol depo,Adana,trendyol express,"İncirlik Cumhuriyet, 01358 Yüreğir/Adana, Türkiye","36.9795689, 35.4376878"
5568,Trendyol Express,Adana,trendyol express,"Adana, İncirlik Cumhuriyet, 01358 Yüreğir/Adana, Türkiye","36.9782814, 35.437345799999996"
5569,Utergunuzif,Adıyaman,trendyol express,"Sümerevler, Necip Fazıl Kısakürek Cd. No:12/1, 02030 Adıyaman Merkez/Adıyaman, Türkiye","37.7539446, 38.2520901"
5570,Express,Adıyaman,trendyol express,"Altınşehir, Küçük sanayi sitesi no 4, 02030 Adıyaman Merkez/Adıyaman, Türkiye","37.7370261, 38.2173897"
5571,Coyuttors,Adıyaman,trendyol express,"Sümerevler, Necip Fazıl Kısakürek Cd. No:12/1, 02030 Adıyaman Merkez/Adıyaman, Türkiye","37.7539446, 38.2520901"
5572,Aras Kargo Yaman Şubesi,Adıyaman,trendyol express,"Mehmet Akif, Sakarya Cd. No:30A, 02200 Adıyaman Merkez/Adıyaman, Türkiye","37.7664198, 38.2800711"
5573,Trendyol expres,Afyonkarahisar,trendyol express,"Erenler, 03204 Afyonkarahisar Merkez/Afyonkarahisar, Türkiye","38.8184468, 30.5405669"
5574,Trendyol Express,Ağrı,trendyol express,"14 Nisan, Yüncüler Cd. No:1, 04500 Patnos/Ağrı, Türkiye","39.2321324, 42.8413216"
5575,Byexpres Kargo Ağrı,Ağrı,trendyol express,"Hürriyet, Namık Sezgin Cd., 04100 Ağrı Merkez/Ağrı, Türkiye","39.7225179, 43.0557352"
5576,Trendyol Express Süphan Şube,Ağrı,trendyol express,"14 Nisan mah. ipek yolu cad, 14 Nisan, 406. Sk. No:2, 04500 Patnos/Ağrı, Türkiye","39.2316584, 42.8404172"
5577,FedEx Station,Aksaray,trendyol express,"Pamucak, Cigdem Apt, Büyük Bölcek Cd. No: 156B, 68200 Aksaray Merkez/Aksaray, Türkiye","38.373906399999996, 34.0122977"
5578,Merkez İş Hanı,Amasya,trendyol express,"Dere, Mustafa Kemal Paşa Cd. No:24, 05100 Amasya Merkez/Amasya, Türkiye","40.651112, 35.8322339"
5579,Zeytintin,Amasya,trendyol express,"Akbilek, Akbilek Köprüsü no 23/a, 05100 Amasya Merkez/Amasya, Türkiye","40.6504968, 35.8072409"
5580,Aras Kargo Amasya Şubesi,Amasya,trendyol express,"Kirazlıdere Mh, Mehmet Varinli Cd. No:76 D:78A, 05200 Amasya Merkez/Amasya, Türkiye","40.661111, 35.841586"
5581,Tefal,Amasya,trendyol express,"Dere, Mustafa Kemal Paşa Cd. No:11, 05100 Amasya Merkez/Amasya, Türkiye","40.650963, 35.832586899999995"
5582,Trendyol Express,Ankara,trendyol express,"Firuzağa, Şht. Hakkı Sözer Sk. No:8, 34425 Yenimahalle/Ankara, Türkiye","39.980711, 32.781266900000006"
5583,Trendyol Express,Ankara,trendyol express,"Bağlıca, Ulubatlı Hasan Cd No:62/A, 06790 Etimesgut/Ankara, Türkiye","39.945624599999995, 32.6643763"
5584,Trendyol express,Ankara,trendyol express,"Saray, Çaniçi Cd., 06980 Kahramankazan/Ankara, Türkiye","40.065694, 32.6251013"
5585,Trendyol GO,Ankara,trendyol express,"Ehlibeyt, Ceyhun Atuf Kansu Cd. No:124, 06520 Çankaya/Ankara, Türkiye","39.890332, 32.815666"
5586,Trendyol Express Emir Şube,Ankara,trendyol express,"Şehit Osman Avcı, 06820 Etimesgut/Ankara, Türkiye","39.982180799999995, 32.657581199999996"
5587,Trendyol Express,Ankara,trendyol express,"Kızılcaşar, Misaki Milli Cd. No:24 D:32, 06830 Gölbaşı/Ankara, Türkiye","39.8232964, 32.718510099999996"
5588,Trendyol Express,Ankara,trendyol express,"Yeni Bayındır, Sağduyu Cd., 06270 Mamak/Ankara, Türkiye","39.9034742, 32.9786877"
5589,Trendyol Express Transfer Merkezi,Antalya,trendyol express,"Yukarıkocayatak, Lukoil No:5, 07535 Serik/Antalya, Türkiye","36.9355523, 30.955847"
5590,Trendyol express Ermenek,Antalya,trendyol express,"Ermenek, 10. Sk. No:28, 07230 Muratpaşa/Antalya, Türkiye","36.8694755, 30.820844899999994"
5591,Alanya Trendyol Express,Antalya,trendyol express,"Fığla, 30MT Cd 8/B D:400, 07400 Alanya/Antalya, Türkiye","36.5503366, 32.017991699999996"
5592,Trendyol Express Depo,Antalya,trendyol express,"Yukarıkocayatak, Lukoil No:3, 07535 Serik/Antalya, Türkiye","36.9345895, 30.957146199999997"
5593,Trendyol ant şube,Antalya,trendyol express,"Yeni Emek, Aliya Izzet Begoviç Cd No:138, 07090 Kepez/Antalya, Türkiye","36.921113399999996, 30.698504399999997"
5594,Trendyol Express Plaj Şube,Antalya,trendyol express,"Siteler, Emniyet Cd No:97, 07070 Bahtılı Köyü Köyü/Konyaaltı/Antalya, Türkiye","36.8898837, 30.6328695"
5595,Trendyol Go Ofisi / Hataylı Muhammet,Antalya,trendyol express,"Muratpaşa, Şair Adem Dede Cd. 25 b, 07010 Muratpaşa/Antalya, Türkiye","36.8979205, 30.707247899999995"
5596,By Express,Antalya,trendyol express,"Sinan, Cebesoy Cd. No:96, 07100 Muratpaşa/Antalya, Türkiye","36.8791079, 30.7138703"
5597,Trendyol Express Alaiye,Antalya,trendyol express,"Sugözü, 610. Cd., 07400 Alanya/Antalya, Türkiye","36.5582876, 31.9955148"
5598,Antalya Expres,Antalya,trendyol express,"Sedir, 729. Sk., 07010 Muratpaşa/Antalya, Türkiye","36.9062123, 30.6846075"
5599,By Express Kepez,Antalya,trendyol express,"Yeni Emek, 2581. Sk. NO:14/B, 07060 Kepez/Antalya, Türkiye","36.919404799999995, 30.7007145"
5600,Trendyol Express,Ardahan,trendyol express,"Atatürk, Şht. Gazeteci Hasan Tahsin Cd., 06980 Kahramankazan/Ankara, Türkiye","40.207551599999995, 32.6721895"
5601,TÜRKİYE GÜRCİSTAN KARGO,Artvin,trendyol express,"Ortahopa, 116.sk 18B, 08600 Hopa/Artvin, Türkiye","41.3989214, 41.4261942"
5602,DHL Service Point (AYDIN Acente),Aydın,trendyol express,"Kurtuluş, 2010. Sk. No:7/A, 09020 Efeler/Aydın, Türkiye","37.83857, 27.844908999999998"
5603,Trendyol express,Aydın,trendyol express,"Değirmendere, Ahmet Pınarı Cd. No:6, 09400 Kuşadası/Aydın, Türkiye","37.816980099999995, 27.277023800000002"
5604,Trendyol,Aydın,trendyol express,"Ata, Afrodisyas Blv., 09010 Efeler/Aydın, Türkiye","37.834357499999996, 27.8856498"
5605,VIRGO FIG,Aydın,trendyol express,"Atatürk, Atatürk Cd. NO:23, 09600 İncirliova/Aydın, Türkiye","37.8541947, 27.7281341"
5606,Trendyol express Kisra Şubesi,Balıkesir,trendyol express,"Bahçelievler, 335. Sk No:11, 10050 Altıeylül/Balıkesir, Türkiye","39.6188612, 27.8987148"
5607,Trendyol express Bal Şube,Balıkesir,trendyol express,"Toygar, 224. Sk. No:10, 10020 Karesi/Balıkesir, Türkiye","39.6710402, 27.8995657"
5608,FedEx Balıkesir Şubes,Balıkesir,trendyol express,"Atatürk, Bandırma Cd. Kardeşler Apt No:25/D, 10020 Karesi/Balıkesir, Türkiye","39.652877, 27.895135"
5609,Uzay Elektronik TRENDYOL EXPRESS,Balıkesir,trendyol express,"Orta, Kadı Cd. no 12, 10440 Bigadiç/Balıkesir, Türkiye","39.3949832, 28.133015099999998"
5610,Trendyol express misya şube,Balıkesir,trendyol express,"Bandırma, Paşakent, 10200 Bandırma/Balıkesir, Türkiye","40.3446711, 27.948252099999998"
5611,Trendyol Express,Balıkesir,trendyol express,"Mithatpaşa, 10715 Gömeç/Balıkesir, Türkiye","39.390853, 26.838706199999997"
5612,Trendyol,Balıkesir,trendyol express,"Ali Hikmet Paşa, 10020 Karesi/Balıkesir, Türkiye","39.6533946, 27.8903231"
5613,Trendyol Express,Bartın,trendyol express,"Kemer Köprü, 883 Sk., 74100 Bartın Merkez/Bartın, Türkiye","41.6252898, 32.326233900000005"
5614,Trendyol Express,Batman,trendyol express,"Yeni Bayındır, Sağduyu Cd., 06270 Mamak/Ankara, Türkiye","39.9034742, 32.9786877"
5615,Yıldırım şube,Bayburt,trendyol express,"Şingah, Bayburt Çaykara Yolu No:88, 69000 Bayburt Merkez/Bayburt, Türkiye","40.2663888, 40.217137099999995"
5616,Özen Çati & Oluk,Bayburt,trendyol express,"Tuzcuzade, Danışmendiler Cd. No:21, 69000 Bayburt Merkez/Bayburt, Türkiye","40.2570961, 40.2229871"
5617,Efe 69 Market,Bayburt,trendyol express,"Zahit, Ülkem Cd., 69000 Bayburt Merkez/Bayburt, Türkiye","40.239076499999996, 40.2500869"
5618,Trendyol Express,Bilecik,trendyol express,"Beşiktaş, Şht. Mesut Bilir Cd. NO:60/A, 11100 Bilecik Merkez/Bilecik, Türkiye","40.1351632, 29.967208399999993"
5619,Bingöl Express,Bingöl,trendyol express,"Karşıyaka, 12000 Bingöl Merkez/Bingöl, Türkiye","38.895332599999996, 40.490753999999995"
5620,Dilaz Zemin,Bingöl,trendyol express,"İnönü, Eski Hastane Cad./eskin Sok. Balkent Apt. No:14, 12010 Bingöl Merkez/Bingöl, Türkiye","38.8855784, 40.4966197"
5621,MNG Kargo,Bingöl,trendyol express,"Bahçelievler Mah Hürriyet Cad. Emirhan Apt. No:34, Merkez, 12010 Bingöl Merkez/Bingöl, Türkiye","38.8855301, 40.4908023"
5622,Trendyol Express,Bitlis,trendyol express,"Saray, 49200 Muş Merkez/Muş, Türkiye","38.7464097, 41.5135594"
5623,Metro Kargo,Bitlis,trendyol express,"Sahil, Cumhuriyet Cd. No:343, 13200 Tatvan/Bitlis, Türkiye","38.4888896, 42.2913664"
5624,Trendyol Express,Bitlis,trendyol express,"Adil, Bosna Blv. No:203, 34935 Sultanbeyli/İstanbul, Türkiye","40.9887289, 29.263776999999997"
5625,Trendyol Express Süphan Şube,Bitlis,trendyol express,"14 Nisan mah. ipek yolu cad, 14 Nisan, 406. Sk. No:2, 04500 Patnos/Ağrı, Türkiye","39.2316584, 42.8404172"
5626,Trendyol Express,Bitlis,trendyol express,"Adana, İncirlik Cumhuriyet, 01358 Yüreğir/Adana, Türkiye","36.9782814, 35.437345799999996"
5627,MNG Kargo,Bitlis,trendyol express,"Atatürk, Selahattin Eyyübi Cd. No:2B, 13100 Bitlis Merkez/Bitlis, Türkiye","38.4069959, 42.11083310000001"
5628,Trendyol Express Sevgi Şube,Bitlis,trendyol express,"Sevgi, 4577/2. Sk. No:15, 35130 Karabağlar/İzmir, Türkiye","38.3829839, 27.1165755"
5629,Trendyol Express,Bitlis,trendyol express,"Atatürk, Şht. Gazeteci Hasan Tahsin Cd., 06980 Kahramankazan/Ankara, Türkiye","40.207551599999995, 32.6721895"
5630,Trendyol express transfer,Bitlis,trendyol express,"İkitelli OSB, Çevre Sanayi Sitesi No:36/b, 34490 Başakşehir/İstanbul, Türkiye","41.0943464, 28.796283499999994"
5631,Aras Kargo Bitlis Şubesi,Bitlis,trendyol express,"Hüsrev Paşa, 1230. Sk. No:22, 13100 Bitlis Merkez/Bitlis, Türkiye","38.434346999999995, 42.1343842"
5632,Trendyol Express,Bitlis,trendyol express,"Turgut Özal, 47400 Kızıltepe/Mardin, Türkiye","37.2178344, 40.619483900000006"
5633,Trendyol GO Küçükçekmece,Bitlis,trendyol express,"Kartaltepe, Malazgirt Cd. No:1, 34295, 34295 Küçükçekmece/İstanbul, Türkiye","41.006203299999996, 28.8087365"
5634,Trendyol Express Esen Şube,Bitlis,trendyol express,"Akevler mahallesi Pazaryolu caddesi, Akevler, 1066. Sk. no 7/A, 34513 Esenyurt/İstanbul, Türkiye","41.0204804, 28.6797684"
5635,BİM,Bitlis,trendyol express,"Tuğ, 13200 Tatvan/Bitlis, Türkiye","38.4912537, 42.2881576"
5636,Aras Kargo Tatvan Şubesi,Bitlis,trendyol express,"Sahil, Faki Hüseyin Sağnıç Cd No:43B, 13200 Tatvan/Bitlis, Türkiye","38.4986367, 42.28508250000001"
5637,Trendyol ekspres,Bolu,trendyol express,"Aktaş, Suat Çelen Sok No:38/B, 14300 Bolu Merkez/Bolu, Türkiye","40.7266553, 31.622286400000004"
5638,Aras Kargo Burdur Şubesi,Burdur,trendyol express,"Bağlar, İbrahim Zeki Burdurlu Cd. No:37/A, 15100 Burdur Merkez/Burdur, Türkiye","37.7262969, 30.283718500000003"
5639,Yurtiçi Kargo Salda,Burdur,trendyol express,"Emek mah. 22013. sok. Atakent Sitesi No: 7, Emek, D:H, 15100 Burdur Merkez/Burdur, Türkiye","37.7141117, 30.248222799999997"
5640,Trendyol Express,Burdur,trendyol express,"Vatan, 32040 Isparta Merkez/Isparta, Türkiye","37.757936799999996, 30.5858052"
5641,Sürat Kargo Burdur Şube,Burdur,trendyol express,"Bağlar, İbrahim Zeki Burdurlu Cd. No:27/B, 15100 Burdur Merkez/Burdur, Türkiye","37.7251495, 30.2809418"
5642,Mng Kargo - Burdur Şubesi,Burdur,trendyol express,"Bağlar, İbrahim Zeki Burdurlu Cd. No:13B, 15100 Burdur Merkez/Burdur, Türkiye","37.724619499999996, 30.278583200000003"
5643,Trendyol Express,Bursa,trendyol express,"Vatan, Varlık Sk., 16270 Yıldırım/Bursa, Türkiye","40.20443650000001, 29.094974299999997"
5644,Trendyol Express,Bursa,trendyol express,"Barış, Gazi Osman Paşa Cd. No:92, 16140 Ni̇lüfer/Bursa, Türkiye","40.2179433, 28.962754599999997"
5645,Trendyol Express Akça Şube,Bursa,trendyol express,"Alaşarköy, Bursa Yalova Yolu No:553, 16245 Osmangazi̇/Bursa, Türkiye","40.288145, 29.054813"
5646,Trendyol Express,Bursa,trendyol express,"Geçit, Gelenek Sokak, 16265 Osmangazi̇/Bursa, Türkiye","40.267827499999996, 28.9573346"
5647,Trendyol express,Bursa,trendyol express,"Alemdar, 3. Seymen Sk. No:13, 16190 Osmangazi̇/Bursa, Türkiye","40.212567899999996, 29.040491499999998"
5648,Kargopark Trendyol,Bursa,trendyol express,"Doğanbey, Haşim İşcan Cd. No:7, 16220 Osmangazi̇/Bursa, Türkiye","40.188654899999996, 29.063188600000004"
5649,BYEXPRESS KARGO BURSA ŞUBE,Bursa,trendyol express,"Davutdede, Ankara Yolu Cd No:162/d, 16350 Yıldırım/Bursa, Türkiye","40.191347, 29.088423300000002"
5650,Express Kargo,Bursa,trendyol express,"Altınova, İstanbul Cd No:424/5, 16250 Osmangazi̇/Bursa, Türkiye","40.235566000000006, 29.065721999999997"
5651,Trendyol Express Kios Şube,Bursa,trendyol express,"Hisar, 242 Nolu Sk., 16600 Gemli̇k/Bursa, Türkiye","40.4199913, 29.1589867"
5652,By Express Kestel,Bursa,trendyol express,"Vanimehmet, Namık Kemal Cd. no:98/A, 16450 Kestel/Bursa, Türkiye","40.1983551, 29.221589899999998"
5653,Trendyol Express,Bursa,trendyol express,"Demirci, Demirci Yolu Cd. No:35, 16159 Ni̇lüfer/Bursa, Türkiye","40.1870775, 28.9371244"
5654,Gökçe Manav (Trendyol Express Gel-Al Noktası),Bursa,trendyol express,"Davutdede, Kurtuluş Cd. 187 E, 16350 Yıldırım/Bursa, Türkiye","40.1907226, 29.0855125"
5655,Trendyol express kite şube,Bursa,trendyol express,"30 Ağustos Zafer, 16315 Nilüfer/Bursa, Türkiye","40.1858486, 28.8315519"
5656,Trendyol Express,Çanakkale,trendyol express,"Mithatpaşa, 10715 Gömeç/Balıkesir, Türkiye","39.390853, 26.838706199999997"
5657,Aras Kargo Truva Şubesi,Çanakkale,trendyol express,"Testicikırı Mah, Merkez, Çan-Çanakkale Yolu Cad No:6, 17010 Işıklar/Çanakkale Merkez/Çanakkale, Türkiye","40.1440212, 26.4621227"
5658,Ekspres Biga,Çanakkale,trendyol express,"Hamdibey, İstiklal Cd. No:319 D:1, 17200 Biga/Çanakkale, Türkiye","40.23578, 27.235636"
5659,Mng Kargo - Truva Şubesi,Çanakkale,trendyol express,"İsmetpaşa, Demircioğlu Cd. No:70C, 17010 Çanakkale Merkez/Çanakkale, Türkiye","40.146485899999995, 26.409148899999998"
5660,Yaren şube,Çankırı,trendyol express,"Cumhuriyet, 18100 Çankırı Merkez/Çankırı, Türkiye","40.600207, 33.616223"
5661,Çorum Kargo,Çorum,trendyol express,"Yeniyol, 19200 Çorum Merkez/Çorum, Türkiye","40.548451899999996, 34.9576086"
5662,DHL Service Point (ÇORUM Acente),Çorum,trendyol express,"Karakeçili, Azap Ahmet Sk. No:23/A, 19030 Çorum Merkez/Çorum, Türkiye","40.550993299999995, 34.955402299999996"
5663,Gündoğdu Kağıtçılık İth. İhr. San. ve Tic. Ltd. Şti.,Çorum,trendyol express,"Mimar Sinan, 20. Cadde sanayi sitesi no: 190, 19100 Çorum Merkez/Çorum, Türkiye","40.5123495, 34.9204895"
5664,Otobüs Durağı,Çorum,trendyol express,"Bahçelievler, Maden İş 1. Sk., 19200 Çorum Merkez/Çorum, Türkiye","40.546332, 34.972308"
5665,Aras Kargo Hitit Şubesi,Çorum,trendyol express,"Mimar Sinan, Küçük Sanayi Cd. No:48, 19100 Çorum Merkez/Çorum, Türkiye","40.5229077, 34.9398994"
5666,FedEx Station,Çorum,trendyol express,"Gülabibey, İnönü Cd. No:91/C, 19100 Çorum Merkez/Çorum, Türkiye","40.5444007, 34.9504957"
5667,Trendyol Express Horoz Şube,Denizli,trendyol express,"Fatih, Fevzi Çakmak Blv. No:149, 20190 Denizli Merkez/Denizli, Türkiye","37.7648911, 29.1012729"
5668,Trendyol denizli depo,Denizli,trendyol express,"Korucuk, Pamukkale Blv. No:73, 20170 Pamukkale/Denizli, Türkiye","37.8378695, 29.129673800000003"
5669,By Express Kargo,Denizli,trendyol express,"Saraylar, 460. Sk., 20010 Merkezefendi/Denizli, Türkiye","37.786985699999995, 29.0889245"
5670,HANEXPRESS KARGO - DENİZLİ,Denizli,trendyol express,"Akçeşme, Şht. M. Koçanoğlu Cd., 20020 Merkezefendi/Denizli, Türkiye","37.813327699999995, 29.070085499999998"
5671,TRENDYOL EXPRESS KARGO ŞUBESİ (Dicle Şube),Diyarbakır,trendyol express,"Aziziye, TOKİ 2. Cd., 21120 Yenişehir/Diyarbakır, Türkiye","37.9427026, 40.2021155"
5672,Gökmir inşaat,Diyarbakır,trendyol express,"Peyas, 473. Sk. No:3 D:23, 21070 Kayapınar/Diyarbakır, Türkiye","37.9335434, 40.1750167"
5673,Kargo şirketi,Diyarbakır,trendyol express,"Diclekent, 272. Sk. No: 7, 21070 Kayapınar/Diyarbakır, Türkiye","37.951772, 40.168164999999995"
5674,Fırat Market,Diyarbakır,trendyol express,"Peyas, 349. Sk. No:10, 21070 Kayapınar/Diyarbakır, Türkiye","37.9328692, 40.1746924"
5675,Diyarbakir Ekspres,Diyarbakır,trendyol express,"Bağcılar, Karanfil 8. Cd., 21090 Bağlar/Diyarbakır, Türkiye","37.9222953, 40.1838567"
5676,Trendyol Express,Diyarbakır,trendyol express,"Fırat, Fırat 32. Sk. No:66, 63600 Siverek/Şanlıurfa, Türkiye","37.7522604, 39.3004348"
5677,Express Kargo,Diyarbakır,trendyol express,"Aziziye, Sümbül Sk. No: 92, 21950 Ergani/Diyarbakır, Türkiye","38.266542099999995, 39.7594443"
5678,Stilevs,Diyarbakır,trendyol express,"Peyas, 473. Sk. No:13, 21070 Kayapınar/Diyarbakır, Türkiye","37.9314806, 40.1743722"
5679,Trendyol düzce,Düzce,trendyol express,"Düzce, Burhaniye, 81010 Düzce Merkez/Düzce, Türkiye","40.843436499999996, 31.1662203"
5680,Trendyol Express,Düzce,trendyol express,"Koçyazı, 81100 Düzce Merkez/Düzce, Türkiye","40.8451836, 31.1873508"
5681,Express Kargo,Düzce,trendyol express,"Kültür, Mehmet Akif Cd. No: 51, 81600 Düzce Merkez/Düzce, Türkiye","40.8455039, 31.156477599999995"
5682,Sözleşmeli Bayii,Düzce,trendyol express,"Azmimilli, Aydınpınar Cd. 5B, 81020 Düzce Merkez/Düzce, Türkiye","40.836576699999995, 31.1585193"
5683,Express Kargo,Edirne,trendyol express,"Dilaverbey, Balık Pazarı Cd. No: 9, 22020 Edirne Merkez/Edirne, Türkiye","41.6739789, 26.5529403"
5684,Trendyol Express,Edirne,trendyol express,"Koca Sinan, 22030 Edirne Merkez/Edirne, Türkiye","41.6189313, 26.633493899999998"
5685,Trendyol Express Keban Şube,Elazığ,trendyol express,"Sürsürü, İmam Efendi Blv. no:167/B, 23000 Elâzığ Merkez/Elazığ, Türkiye","38.650644, 39.1912177"
5686,BY EXPRESS KARGO Erzincan,Erzincan,trendyol express,"Yenimahalle, 314. Sk. No:1/A, 24100 Erzincan Merkez/Erzincan, Türkiye","39.759288399999996, 39.4919916"
5687,FedEx Station,Erzurum,trendyol express,"Ömer Nasuhi Bilmen, Necip Fazıl Kısakürek Cd. No:40, 25100 Yakutiye/Erzurum, Türkiye","39.918755999999995, 41.26806"
5688,Express,Erzurum,trendyol express,"Hüseyin Avni Ulaş, 25080 Palandöken/Erzurum, Türkiye","39.879583499999995, 41.2397847"
5689,Varan Kargo-palandöken Şubesi,Erzurum,trendyol express,"Yukarı Mumcu Mh., 25100 Yakutiye/Erzurum, Türkiye","39.907897, 41.269317799999996"
5690,By Express,Erzurum,trendyol express,"Ömer Nasuhi Bilmen, 25200 Yakutiye/Erzurum, Türkiye","39.9219204, 41.274873899999996"
5691,Trendyol Express ( TEPE ŞUBE ),Eskişehir,trendyol express,"Uluönder, Rauf Orbay Cd. No:4, 26190 Tepebaşı/Eskişehir, Türkiye","39.7869302, 30.493237699999998"
5692,Trendyol,Gaziantep,trendyol express,"Çağlayan, Mezarlık Kavşağı, 27500 Şehitkamil/Gaziantep, Türkiye","37.0749333, 37.3913851"
5693,By Express,Gaziantep,trendyol express,"Konak, Üniversite Blv. No:147, 27070 Şahinbey/Gaziantep, Türkiye","37.0556816, 37.3401809"
5694,Ekspres Kargo,Gaziantep,trendyol express,"İncili Pınar, 27090 Şehitkamil/Gaziantep, Türkiye","37.066552, 37.3721872"
5695,Trendyol Express Nur Şube,Gaziantep,trendyol express,"Atatürk, Alparslan Türkeş Blv. No:100, 27840 Nurdağı/Gaziantep, Türkiye","37.180196099999996, 36.7344061"
5696,TRENDEX KARGO GAZİANTEP,Gaziantep,trendyol express,"KAHRAMANMARAŞ YOLU CAD NO:19 (DEDEMAN OTEL ARKASI PETROL OFİSİ İÇİ, Başpınar OSB, 27600 Şehitkamil/Gaziantep, Türkiye","37.203126, 37.339976799999995"
5697,Vizyon Express,Gaziantep,trendyol express,"Gazikent Mah Gazikent Şehit Metin Gür Sokak No :26/A, Gazikent, 27580 Şehitkamil/Gaziantep, Türkiye","37.092746, 37.4285564"
5698,Byexpress kargo Şehitkamil şube,Gaziantep,trendyol express,"Mücahitler, 52015. Sk no:8/d, 27090 Şehitkamil/Gaziantep, Türkiye","37.082767, 37.357778599999996"
5699,Trendyol Express,Giresun,trendyol express,"Gedikkaya, 28100 Giresun Merkez/Giresun, Türkiye","40.909790199999996, 38.4232005"
5700,Kevser Temizlik,Gümüşhane,trendyol express,"Karaer, Fuadiye Cd. No:20, 29000 Gümüşhane Merkez/Gümüşhane, Türkiye","40.4580598, 39.4865625"
5701,MNG Kargo,Gümüşhane,trendyol express,"İnönü, İnönü Cd. No:28A, 29010 Gümüşhane Merkez/Gümüşhane, Türkiye","40.4557663, 39.4901269"
5702,Vesbo,Gümüşhane,trendyol express,"Karaer, 29000 Gümüşhane Merkez/Gümüşhane, Türkiye","40.4580586, 39.486353099999995"
5703,Ekspres Kargo,Hakkari,trendyol express,"Pehlivan, Çölemerk Cd. No:47, 30000 Hakkâri Merkez/Hakkari, Türkiye","37.5755871, 43.7320504"
5704,Trendyol Express,Hatay,trendyol express,"Altınçağ, Atatürk Blv. No:64, 31670 Dörtyol/Hatay, Türkiye","36.8692099, 36.2142945"
5705,Trendyol Express,Hatay,trendyol express,"Bağlıca, Ulubatlı Hasan Cd No:62/A, 06790 Etimesgut/Ankara, Türkiye","39.945624599999995, 32.6643763"
5706,Trendyol Express,Hatay,trendyol express,"2000 Evler, 76072. Sk., 01200 Seyhan/Adana, Türkiye","37.0310416, 35.2568365"
5707,By express kargo acenteliği,Hatay,trendyol express,"Numune Evler, 12 Nolu Sk. No:14, 31600 Dörtyol/Hatay, Türkiye","36.8334596, 36.211954299999995"
5708,By express kargo,Hatay,trendyol express,"Karaağaç, konarlı mah, asri CAD no 31, 31200 Arsuz/Hatay, Türkiye","36.568185799999995, 36.1473288"
5709,Hatay,Hatay,trendyol express,"Odabaşı, Defne Sk., 31001 Antakya/Hatay, Türkiye","36.2370568, 36.1647586"
5710,kahve,Hatay,trendyol express,"Avcılar, 31800 Samandağ/Hatay, Türkiye","36.187541599999996, 36.052444"
5711,"Zadek Inşaat Tic,Ltd.Şti.",Hatay,trendyol express,"Çekmece, Çekmece Cd. No:93, 31141 Defne/Hatay, Türkiye","36.2060837, 36.1320991"
5712,İğdir Şubesi,Iğdır,trendyol express,"14 Kasım, Kurtuluş Cd. NO.19, 76000 Iğdır Merkez/Iğdır, Türkiye","39.92612210000001, 44.047293499999995"
5713,Trendyol Express,Isparta,trendyol express,"Vatan, 32040 Isparta Merkez/Isparta, Türkiye","37.757936799999996, 30.5858052"
5714,Trendyol express (yıldız şube),İstanbul,trendyol express,"Esentepe, Yıldız Posta Cd. No:3, 34394 Şişli/İstanbul, Türkiye","41.0664701, 29.006583499999998"
5715,trendyol express (hür şube ),İstanbul,trendyol express,"19 Mayıs, 34363 Şişli/İstanbul, Türkiye","41.060555799999996, 28.9893226"
5716,Trendyol Express Ümraniye,İstanbul,trendyol express,"Madenler, Erkan Sk. 5a, 34776 Ümraniye/İstanbul, Türkiye","41.0090353, 29.181011500000004"
5717,Trendyol Express,İstanbul,trendyol express,"Muratpaşa, Rami Kışla Cd. 99/A, 34055 Bayrampaşa/İstanbul, Türkiye","41.0514053, 28.910555499999997"
5718,Trendyol express transfer,İstanbul,trendyol express,"İkitelli OSB, Çevre Sanayi Sitesi No:36/b, 34490 Başakşehir/İstanbul, Türkiye","41.0943464, 28.796283499999994"
5719,Trendyol Express Esen Şube,İstanbul,trendyol express,"Akevler mahallesi Pazaryolu caddesi, Akevler, 1066. Sk. no 7/A, 34513 Esenyurt/İstanbul, Türkiye","41.0204804, 28.6797684"
5720,Trendyol Express(kurt Şube),İstanbul,trendyol express,"Velibaba, Mimar Sinan Cd., 34896 Pendik/İstanbul, Türkiye","40.894673, 29.2611789"
