,Name,Province,Service,Address,Location
5423,Trendyol Express Kırşehir,Kırşehir,Sendeo Kargo,"Nasuhdede, Şht. Polis Hacı Şıvgın Cd. NU:7, 40100 Kırşehir Merkez/Kırşehir, Türkiye","39.158012299999996, 34.1519645"
5424,Aras Kargo Kırşehir Şubesi,Kırşehir,Sendeo Kargo,"Bağbaşı, 1076. Sk. No: 1/13, 40100 Kırşehir Merkez/Kırşehir, Türkiye","39.1437655, 34.155303499999995"
5425,MNG Kargo,Kırşehir,Sendeo Kargo,"Bağbaşı, Atatürk Blv No:42, 40100 Kırşehir Merkez/Kırşehir, Türkiye","39.142351, 34.152401"
5426,Sendeo Gebze,Kocaeli,Sendeo Kargo,"Sultan Orhan Mh. 1112/1. Sk. No:2F, Sultan Orhan, 41400 Gebze/Kocaeli, Türkiye","40.7992, 29.4397"
5427,Sendeo,Kocaeli,Sendeo Kargo,"Karadenizliler, Kahraman Sk., 41140 Başiskele/Kocaeli, Türkiye","40.7473904, 29.9614381"
5428,Konya Kargo,Konya,Sendeo Kargo,"Hırdavatçılar Sanayi Sitesi Çanakçı Sok. D:35, Selçuklu Merkez, Selçuklu, Konya, Sakarya, 42100 Selçuklu/Konya, Türkiye","37.9015651, 32.504986699999996"
5429,Sendeo Kargo Teslimat,Konya,Sendeo Kargo,"Behlülbey, Turabı Cd. No:2E, 42600 Ilgın/Konya, Türkiye","38.2767115, 31.9069645"
5430,Sendeo Kargo Polatlı Şubesi,Konya,Sendeo Kargo,"Cumhuriyet, Yavuz Selim Cd. 105/D, 06900 Polatlı/Ankara, Türkiye","39.580625, 32.1436098"
5431,Yurtiçi Kargo Kosova,Konya,Sendeo Kargo,"Kosova mah. Günsaçan sok. Sancak Life Sitesi No: 1/O, Kosova, 42250 Selçuklu/Konya, Türkiye","37.9809962, 32.522815699999995"
5432,Metro Kargo,Konya,Sendeo Kargo,"Horozluhan, Düzenli Sk. D:6, 42120 Selçuklu/Konya, Türkiye","37.933382, 32.512532"
5433,İletişim - KND,Konya,Sendeo Kargo,"Şeker, İsmail Beliğ Sk. No:7, 42080 Selçuklu/Konya, Türkiye","37.8785841, 32.4792124"
5434,Aras Kargo Çinikent Şubesi,Kütahya,Sendeo Kargo,"Osmangazi, 53. Sk No:2, 43040 Kütahya Merkez/Kütahya, Türkiye","39.4333641, 29.9689028"
5435,Ersan Kargo,Malatya,Sendeo Kargo,"Cevatpaşa, D875, 44110 Yeşilyurt/Malatya, Türkiye","38.3451281, 38.2341009"
5436,Seçkin Kargo,Manisa,Sendeo Kargo,"75. Yıl, 5321. Sk. No:9, 45030 Manisa Merkez/Manisa, Türkiye","38.617356, 27.380529"
5437,Tam Ve Parça Kontör Bulunur,Manisa,Sendeo Kargo,"Adnan Menderes, 118. Sk., 45040 Manisa Merkez/Manisa, Türkiye","38.6173126, 27.458571199999998"
5438,Kargo,Manisa,Sendeo Kargo,"Yeni Mahalle, 4748. Sk. no:10, 45030 Yunusemre/Manisa, Türkiye","38.619248500000005, 27.4123633"
5439,Express Kargo,Manisa,Sendeo Kargo,"Güzelyurt, 5799. Sk. No:1A, 45030 Yunusemre/Manisa, Türkiye","38.633184, 27.378225"
5440,Sendeo Dağıtım Hizmetleri A.Ş. Ege Bölge Müdürlüğü,Manisa,Sendeo Kargo,"Kemalpaşa, Kemalpaşa Cd. No:330, 35060 Bornova/İzmir, Türkiye","38.4407093, 27.272938399999997"
5441,Yurtiçi Kargo Spil,Manisa,Sendeo Kargo,"Sakarya, Uzunyol Cd. No: 106/A D:13, 45020 Şehzadeler/Manisa, Türkiye","38.6170095, 27.4360809"
5442,Mng Kargo - Mesir Şubesi,Manisa,Sendeo Kargo,"Şehitler, Şehitler Cd. No:2A, 45020 Şehzadeler/Manisa, Türkiye","38.6182582, 27.438863599999998"
5443,Aras Kargo Niobe Cep Şubesi,Manisa,Sendeo Kargo,"Güzelyurt, 5781. Sk No:47A, 45030 Yunusemre/Manisa, Türkiye","38.627444499999996, 27.3722799"
5444,Aras Kargo,Manisa,Sendeo Kargo,"2. Anafartalar, Akhisar Cd. No: 33/A, 45020 Şehzadeler/Manisa, Türkiye","38.6239668, 27.438333399999998"
5445,Aras Kargo Spil Şubesi,Manisa,Sendeo Kargo,"75. Yıl, 5302. Sk. No:16/A, 45030 Yunusemre/Manisa, Türkiye","38.6158466, 27.3736118"
5446,Yurtiçi Kargo Mesir,Manisa,Sendeo Kargo,"Ayni Ali, Merkez, Sakarya Cad. No:118 D:B, 34398 Yunusemre/Manisa, Türkiye","38.6144805, 27.4197299"
5447,Sendeo Kargo - Aygaz bayii Midyat / Mardin,Mardin,Sendeo Kargo,"Yeni, öğretmen İbrahim oğuz caddesi no 23A, 47500 Midyat/Mardin, Türkiye","37.4260896, 41.342773099999995"
5448,Sendeo kargo anamur şube ( aygaz tüp ),Mersin,Sendeo Kargo,"Sağlık, fazlıoğlu işhanı no 15 45/b, 33640 Anamur/Mersin, Türkiye","36.075947299999996, 32.8377415"
5449,Doǧu Akdeniz Nur Kargo,Mersin,Sendeo Kargo,"Şevketsümer, Hüseyin Okan Merzeci Blv No:14, 33020 Akdeniz/Mersin, Türkiye","36.8313215, 34.647377"
5450,SENDEO Batıkent,Mersin,Sendeo Kargo,"Uğur Mumcu, Andaş çarşısı No:30, 06034 Yenimahalle/Ankara, Türkiye","39.957039, 32.7340241"
5451,SENDEO Teslimat Noktası Pınar Mah. - Sezikli Ltd. Şti.,Mersin,Sendeo Kargo,"Pınar, Mücahitler Cd. No 341/D, 01170 Seyhan/Adana, Türkiye","37.024466, 35.291452299999996"
5452,Sendeo Kargo Şubesi,Mersin,Sendeo Kargo,"Mehmet Akif Ersoy, 63570 Ceylanpınar/Şanlıurfa, Türkiye","36.8517246, 40.0532569"
5453,Sendeo kargo,Mersin,Sendeo Kargo,"Hacıkaplanlar Mh. Atatürk Cd. No:12/1B PK:, Hacıkaplanlar, 20150 Pamukkale/Denizli, Türkiye","37.773919, 29.088314000000004"
5454,Sendeo Esenyurt,Mersin,Sendeo Kargo,"Pınar, Ahmet Arif Cd. No:105, 34517 Esenyurt/İstanbul, Türkiye","41.0366, 28.667199999999994"
5455,Çağrı Kargo,Mersin,Sendeo Kargo,"İsmet İnönü Cad. Galeria İş Merkezi D:11, Yeni, 33130 Mezitli/Mersin, Türkiye","36.7594723, 34.533664099999996"
5456,Metro Kargo Muğla,Muğla,Sendeo Kargo,"Muslihittin, Sıla İş Merkezi, Atatürk Blv. No:6, 48000 Menteşe/Muğla, Türkiye","37.214026, 28.352142999999998"
5457,Kargom sende,Muş,Sendeo Kargo,"Kültür, 170. Sk., 49120 Muş Merkez/Muş, Türkiye","38.7382093, 41.4972095"
5458,Sendeo-Aygaz Akman Ticaret,Nevşehir,Sendeo Kargo,"Camicedit, Cami Kebir Cd. No:4, 50100 Nevşehir Merkez/Nevşehir, Türkiye","38.6235469, 34.71168420000001"
5459,SENDEO Teslimat Noktası Yüzüncü Yıl Mah. - Sezikli Ltd. Şti.,Niğde,Sendeo Kargo,"Yüzüncüyıl, Hacı Bektaş Veli Blv No : 71 /B, 01170 Çukurova/Adana, Türkiye","37.040638699999995, 35.2493903"
5460,Yurtiçi Kargo Derbent İrtibat,Niğde,Sendeo Kargo,"İlhanlı mahallesi ata sanayii zengin sokak no:64/6 Merkez, İlhanlı, 51100 Niğde Merkez/Niğde, Türkiye","37.9812218, 34.7162279"
5461,Niğde Aygaz Bölge Bayii - SENDEO KARGO NİĞDE ŞUBE - Muzafer Güzel Ltd. Şti.,Niğde,Sendeo Kargo,"Yenice, Kooperatif Sk., 51200 Niğde Merkez/Niğde, Türkiye","37.9726344, 34.678303899999996"
5462,SENDEO DM,Ordu,Sendeo Kargo,"Subaşı, Alaattin ekmekci caddesi no:7/A, 52200 Altınordu/Ordu, Türkiye","40.9760003, 37.8885742"
5463,SENDEO OSMANİYE,Osmaniye,Sendeo Kargo,"İstiklal, Atatürk Cd. No:139, 80010 Osmaniye Merkez/Osmaniye, Türkiye","37.0737574, 36.253586999999996"
5464,SENDEO Batıkent,Rize,Sendeo Kargo,"Uğur Mumcu, Andaş çarşısı No:30, 06034 Yenimahalle/Ankara, Türkiye","39.957039, 32.7340241"
5465,Sendeo Kargo,Sakarya,Sendeo Kargo,"Atatürk, Hasan Polatkan Caddesi No 3, 78600 Safranbolu/Karabük, Türkiye","41.250108499999996, 32.6839186"
5466,Samsun Reklam Dağıtım Hizmetleri,Samsun,Sendeo Kargo,"Pazar, Hastane Sk. No:4 No:4, 00555 İlkadım/Samsun, Türkiye","41.2935084, 36.3310254"
5467,KARGOMSENDE,Siirt,Sendeo Kargo,"Yeni, Hastane Cd. No:16, 56000 Siirt Merkez/Siirt, Türkiye","37.934908, 41.941668799999995"
5468,SENDEO Batıkent,Sinop,Sendeo Kargo,"Uğur Mumcu, Andaş çarşısı No:30, 06034 Yenimahalle/Ankara, Türkiye","39.957039, 32.7340241"
5469,Yurtiçi Kargo Sivas Transfer Merkezi,Sivas,Sendeo Kargo,"Gültepe mah. 9. Sanayi cad. No: 24H, Gültepe, 58010 Merkez/Sivas, Türkiye","39.7230548, 37.0100256"
5470,Karaca Ticaret - AYGAZ BAYİİ-SENDEO KARGO,Sivas,Sendeo Kargo,"Camikebir mah, Sakarya Cd. No:22, 58660 Koyulhisar/Sivas, Türkiye","40.3011128, 37.8300901"
5471,AĞTAŞ GRUP --SENDEO -- MİMARLIK İNŞAAT SİGORTA ENERJİ,Sivas,Sendeo Kargo,"Gültepe mah toplancılar sit (53)-11 sok no:9k, Gültepe, 58000 Merkez/Sivas, Türkiye","39.7305224, 37.0084367"
5472,Sivas,Sivas,Sendeo Kargo,"Demircilerardı, Atatürk Blv., 58070 Sivas Merkez/Sivas, Türkiye","39.7477418, 37.023120299999995"
5473,SENDEO Batıkent,Sivas,Sendeo Kargo,"Uğur Mumcu, Andaş çarşısı No:30, 06034 Yenimahalle/Ankara, Türkiye","39.957039, 32.7340241"
5474,Yurtiçi Kargo Kepçeli,Sivas,Sendeo Kargo,"Demircilerardı, 27-Kayırcık Sk. No: 24/A, 58040 Merkez/Sivas, Türkiye","39.749003699999996, 37.024339399999995"
5475,Sürat Kargo Kongre Şube,Sivas,Sendeo Kargo,"Mehmet Akif Ersoy, Halfelik Cd. No:36/B, 58050 Merkez/Sivas, Türkiye","39.7454213, 37.0307007"
5476,Sendeo kargo,Sivas,Sendeo Kargo,"Hacıkaplanlar Mh. Atatürk Cd. No:12/1B PK:, Hacıkaplanlar, 20150 Pamukkale/Denizli, Türkiye","37.773919, 29.088314000000004"
5477,Aras Kargo Aşık Veysel Şubesi,Sivas,Sendeo Kargo,"Paşabey Mah. Mahkeme Çarşısı Cad. No: 27/A Merkez, Paşabey, 58070 Sivas Merkez/Sivas, Türkiye","39.746911999999995, 37.0183661"
5478,Urfa Kargo,Şanlıurfa,Sendeo Kargo,"Mimar Sinan, 116. Sk. No:15, 63100 Şanlıurfa Merkez/Şanlıurfa, Türkiye","37.1622692, 38.7911612"
5479,PTT Kargo Şırnak Merkez Şubesi,Şırnak,Sendeo Kargo,"Vakıfkent, Yenişehir Cd. No:4, 73000, 73000 Şırnak Merkez/Şırnak, Türkiye","37.517848799999996, 42.4605076"
5480,Sendeo Kargo - Aygaz bayii Midyat / Mardin,Şırnak,Sendeo Kargo,"Yeni, öğretmen İbrahim oğuz caddesi no 23A, 47500 Midyat/Mardin, Türkiye","37.4260896, 41.342773099999995"
5481,Ekspres Kargo,Şırnak,Sendeo Kargo,"Vakıfkent, Şht. Üst Teğmen Mehmet Esin Cd. No:48, 73000 Şırnak Merkez/Şırnak, Türkiye","37.517689, 42.4613331"
5482,ANADOLU GENÇLİK DERNEĞİ ŞIRNAK ŞUBESİ,Şırnak,Sendeo Kargo,"No:, Cumhuriyet, AB5-06, 73000 Şırnak Merkez/Şırnak, Türkiye","37.5245671, 42.4563391"
5483,MNG Kargo,Şırnak,Sendeo Kargo,"Vakıfkent, Şht. Üst Teğmen Mehmet Esin Cd. No:46, 73100 Şırnak Merkez/Şırnak, Türkiye","37.517677299999995, 42.4611297"
5484,Yurtiçi Kargo Şırnak,Şırnak,Sendeo Kargo,"Gazi Paşa mah, Şehit Üstteğmen Mehmet, Esin Cd. No: 23/B, 73100 Şırnak Merkez/Şırnak, Türkiye","37.518172199999995, 42.4603359"
5485,Sendeo Marmara Ereğlisi,Tekirdağ,Sendeo Kargo,"Bahçelievler Mh, Rahmi Özcan Blv., 59740 Marmaraereğlisi/Tekirdağ, Türkiye","40.9734, 27.9488"
5486,Sendeo Niksar,Tokat,Sendeo Kargo,"Cepnibey Mahallesi Belediye sokak, Cepnibey, Albayrak Sk. no:30/E, 60600 Niksar/Tokat, Türkiye","40.5896203, 36.9544335"
5487,Domestic Shipping slap,Tokat,Sendeo Kargo,"Gülbahar Hatun Mah., Behzat Blv., 9. Sokak, Kaya Apt. Altı No:4, 34398 Merkez/Tokat Merkez/Tokat, Türkiye","40.3227122, 36.5549506"
5488,BOZTEPE SENDEO ŞUBESİ,Trabzon,Sendeo Kargo,"Çukurçayır, Yedi Kaldırım Sk. NO:11, 61200 Ortahisar/Trabzon, Türkiye","40.9888666, 39.7278824"
5489,Sendeo kargo,Tunceli,Sendeo Kargo,"Moğultay, Emniyet Sk. No:9, 62000 Tunceli Merkez/Tunceli, Türkiye","39.1064073, 39.5492291"
5490,Kargo,Uşak,Sendeo Kargo,"Fevzi Çakmak, H, Halil Kaya Gedik Blv. NO:65/B, 64100 MERKEZ/Uşak, Türkiye","38.662853, 29.431689000000002"
5491,FedEx - TNT Express (Uşak Acente),Uşak,Sendeo Kargo,"Kemalöz, Mehmet Topaç Blv. No:7, 64200 Uşak Merkez/Uşak, Türkiye","38.674087, 29.392906699999997"
5492,Trendyol Express Uşak Karun Şube,Uşak,Sendeo Kargo,"Durak, Şht. İzzet Karaçelik Sk. No:25, 64400 Uşak Merkez/Uşak, Türkiye","38.6719183, 29.4088769"
5493,Sendeo kargo,Uşak,Sendeo Kargo,"Hacıkaplanlar Mh. Atatürk Cd. No:12/1B PK:, Hacıkaplanlar, 20150 Pamukkale/Denizli, Türkiye","37.773919, 29.088314000000004"
5494,Yurtiçi Kargo Dericiler,Uşak,Sendeo Kargo,"Sarayaltı mah. Uğur Aydın Sk. J6 Blok Z01 No: 119, Sarayaltı, 64200 Uşak Merkez/Uşak, Türkiye","38.6739584, 29.4201624"
5495,Yurtiçi Kargo Kanyon,Uşak,Sendeo Kargo,"İslice Mah. 1. Dere Sokak No: 22/A, İslice, 1. Dere Sk. No:22, 64200 Merkez/Uşak, Türkiye","38.6766022, 29.407117600000003"
5496,Yüksel Kargo,Uşak,Sendeo Kargo,"Fevzi Çakmak, 6. Çanlı Sk. 14a, 64000 Kalfa/Uşak Merkez/Uşak, Türkiye","38.6457025, 29.4502541"
5497,SENDEO Batıkent,Van,Sendeo Kargo,"Uğur Mumcu, Andaş çarşısı No:30, 06034 Yenimahalle/Ankara, Türkiye","39.957039, 32.7340241"
5498,SENDEO,Yalova,Sendeo Kargo,"Karşıyaka, otopark meydanı no 4, 77500 Armutlu/Yalova, Türkiye","40.51983570000001, 28.8285305"
5499,Mng Kargo - Yozgat Şubesi,Yozgat,Sendeo Kargo,"Medrese, Adnan Menderes Blv. No:142A, 66100 Yozgat Merkez/Yozgat, Türkiye","39.821619999999996, 34.812726"
5500,Aras Kargo Yozgat Şubesi,Yozgat,Sendeo Kargo,"Köseoğlu, 120. Sk. No:6/B, 66100 Yozgat Merkez/Yozgat, Türkiye","39.8205058, 34.8049443"
5501,SORGUN GAZETE VE KARGOM SENDE,Yozgat,Sendeo Kargo,"GÜZELYURT MAH. MEVLANA CAD. ATEŞER AP, Güzelyurt, NO:22, 66700 Sorgun/Yozgat, Türkiye","39.8059581, 35.182884"
5502,Yozgat Ptt Kargo,Yozgat,Sendeo Kargo,"Karatepe, 66100 Yozgat Merkez/Yozgat, Türkiye","39.8264859, 34.8174973"
5503,Sürat Kargo Yozgat Şube,Yozgat,Sendeo Kargo,"Medrese, Sivas Caddesi No:40, 66100 Yozgat Merkez/Yozgat, Türkiye","39.822313, 34.813207999999996"
5504,Kargo,Zonguldak,Sendeo Kargo,"Terakki, 67100 Zonguldak Merkez/Zonguldak, Türkiye","41.4558603, 31.788674099999998"
5505,Fedex Kargo,Zonguldak,Sendeo Kargo,"Mithatpaşa, 67020 Zonguldak Merkez/Zonguldak, Türkiye","41.4519178, 31.7959596"
5506,Aras Kargo Zonguldak Şubesi,Zonguldak,Sendeo Kargo,"Mithatpaşa, Aziziye Cd. No:13B, 67100 Zonguldak Merkez/Zonguldak, Türkiye","41.45221850000001, 31.796909999999997"
5507,KargomSende Zonguldak Şubesi ( Turkuvaz Dağıtım Gazeteler Başbayii - Alp-Erim Basın Yayın Dağıtım ),Zonguldak,Sendeo Kargo,"Turkuvaz Dağıtım - Alp-Erim Basın Yayın Dağıtım - KargomSende Şubesi, Terakki, Köknar Apartmanı, Vatan Cd. D:42/2, 67100 Zonguldak Merkez/Zonguldak, Türkiye","41.4522147, 31.7820792"
5508,SENDEO Batıkent,Zonguldak,Sendeo Kargo,"Uğur Mumcu, Andaş çarşısı No:30, 06034 Yenimahalle/Ankara, Türkiye","39.957039, 32.7340241"
5509,KargomSende Kdz.Ereğli Şubesi,Zonguldak,Sendeo Kargo,"Kepez, Bahçelievler Sitesi Cd. No:65, 67300 Ereğli/Zonguldak, Türkiye","41.266139599999995, 31.456819799999995"
5510,Sürat Kargo Zonguldak Sube,Zonguldak,Sendeo Kargo,"Mithatpaşa, Aziziye Cd. No:105/A, 67100 Zonguldak Merkez/Zonguldak, Türkiye","41.453838999999995, 31.798838"
5511,VATAN KARGO KOCAVEZİR ŞUBE,Adana,Gkn Kargo,"Sucuzade, Obalar Cd No:183 D:C, 01030 Seyhan/Adana, Türkiye","36.98048620000001, 35.318276499999996"
5512,Mng Kargo - Nemrut Şubesi,Adıyaman,Gkn Kargo,"Yeşilyurt, Yeşilyurt Cd. No:20, 02200 Adıyaman Merkez/Adıyaman, Türkiye","37.769914299999996, 38.287153599999996"
5513,Mng Kargo - Ağrı Şubesi,Ağrı,Gkn Kargo,"Hürriyet, Vali Konağı Cd. No:10A, 04100 Ağrı Merkez/Ağrı, Türkiye","39.7218577, 43.056483799999995"
5514,Gkn Kargo Aksaray,Aksaray,Gkn Kargo,"Paşacık, Selçuk Blv. No:23, 68100 Aksaray Merkez/Aksaray, Türkiye","38.360590099999996, 34.0136883"
5515,Mng Kargo - Amasya Şubesi,Amasya,Gkn Kargo,"Akbilek, Alptekin Cd. No:15-17, 05100 Amasya Merkez/Amasya, Türkiye","40.6530664, 35.8075331"
5516,Gkn Kargo,Ankara,Gkn Kargo,"Topçu, 1512. Cd. No:6, 06796 Etimesgut/Ankara, Türkiye","39.948864799999996, 32.6189099"
5517,Gkn kargo Ostim Şube,Ankara,Gkn Kargo,"Turgut Özal, 2179. Sk., 06370 Yenimahalle/Ankara, Türkiye","39.9926029, 32.6998822"
5518,Gkn Kargo,Ankara,Gkn Kargo,"Yakacık, 3876. Sk., 06378 Yenimahalle/Ankara, Türkiye","40.0220351, 32.765231"
5519,Gkn Kargo Antalya Transfer Merkezi,Antalya,Gkn Kargo,"Baraj, 07320 Kepez/Antalya, Türkiye","36.9445591, 30.7410932"
5520,MNG KARGO ARDAHAN ŞUBESİ,Ardahan,Gkn Kargo,"Karagöl, İskan Sk. No:26, 75100 Ardahan Merkez/Ardahan, Türkiye","41.109763, 42.6963498"
5521,Mng Kargo - Artvin Şubesi,Artvin,Gkn Kargo,"Çayağzı, Zeytin Sk. No:46B, 08010 Artvin Merkez/Artvin, Türkiye","41.181114199999996, 41.8302615"
5522,MNG Kargo,Bayburt,Gkn Kargo,"Tuzcuzade, Akgöz Sk. No:1A, 69010 Bayburt Merkez/Bayburt, Türkiye","40.255715, 40.221848"
5523,MNG Kargo,Bilecik,Gkn Kargo,"Hürriyet, Abdülhamit Han Blv No:36-38B, 11100 Bilecik Merkez/Bilecik, Türkiye","40.158727299999995, 29.978149600000002"
5524,Varan Kargo-bingöl Şubesi,Bingöl,Gkn Kargo,"Yenişehir, Buket Sk. No:2, 12000 Bingöl Merkez/Bingöl, Türkiye","38.883843899999995, 40.494355"
5525,MNG Kargo,Bitlis,Gkn Kargo,"Atatürk, Selahattin Eyyübi Cd. No:2B, 13100 Bitlis Merkez/Bitlis, Türkiye","38.4069959, 42.11083310000001"
5526,GKN KARGO BOLU,Bolu,Gkn Kargo,"Sümer, İmamhatip Lisesi Yanı, Ahmet Baysal Blv. Demir Apt no.8/c, 14100 Bolu Merkez/Bolu, Türkiye","40.7258051, 31.584377399999997"
5527,GKN KARGO,Bursa,Gkn Kargo,"Cumhuriyet, 1985. Sk. NO:7, 34515 Beylikdüzü/İstanbul, Türkiye","41.0162963, 28.649130799999995"
5528,Ümit Group Kargo Tasimaciligi,Denizli,Gkn Kargo,"Pınarkent, Cafer Sadık Abalıoğlu Blv. No 21/101, 20050 Pamukkale/Denizli, Türkiye","37.8044712, 29.193670699999995"
5529,Gkn Kargo,Denizli,Gkn Kargo,"Fatih, 1903/2. Sk., 20190 Pamukkale/Denizli, Türkiye","37.7651885, 29.101294"
5530,Gkn Kargo,Erzincan,Gkn Kargo,"Topçu, 1512. Cd. No:6, 06796 Etimesgut/Ankara, Türkiye","39.948864799999996, 32.6189099"
5531,Vatan Kargo Yakutiye Şube,Erzurum,Gkn Kargo,"Lalapaşa, Süslü Sok Mumcu Evler 8/A A Blok, 25100 Yakutiye/Erzurum, Türkiye","39.908516899999995, 41.269092199999996"
5532,GKN Kargo,Eskişehir,Gkn Kargo,"Hoşnudiye, Kemal, Mustafa Kemal Atatürk Cd No:174 B26130, 26130 Eskişehir Merkez/Eskişehir, Türkiye","39.7777804, 30.5091302"
5533,GKN GAZİANTEP KÜSGET,Gaziantep,Gkn Kargo,"Sanayi, 6079, Nolu Cd NO :33, 27110 Şehitkamil/Gaziantep, Türkiye","37.0881793, 37.4401996"
5534,Mng Kargo - Gedikkaya Şubesi,Giresun,Gkn Kargo,"Gedikkaya, Abdurrahman Erkan Sk No:7-9A, 28100 Giresun Merkez/Giresun, Türkiye","40.910130099999996, 38.419230899999995"
5535,MNG Kargo,Gümüşhane,Gkn Kargo,"İnönü, İnönü Cd. No:28A, 29010 Gümüşhane Merkez/Gümüşhane, Türkiye","40.4557663, 39.4901269"
5536,Mng Kargo - Hakkari Şubesi,Hakkari,Gkn Kargo,"Pehlivan, Cad No:50/B, 30100 Hakkâri Merkez/Hakkari, Türkiye","37.5739229, 43.7315296"
5537,GKN STORE SIFIR ATIK KUTULARI,Hatay,Gkn Kargo,"Macun Mahallesi Özankara Toptancılar Sitesi, Macun, D:4.Blok No:148, 06105 Yenimahalle/Ankara, Türkiye","39.952203999999995, 32.769803599999996"
5538,Gkn Kargo,Isparta,Gkn Kargo,"Topçu, 1512. Cd. No:6, 06796 Etimesgut/Ankara, Türkiye","39.948864799999996, 32.6189099"
5539,GKN KARGO,İstanbul,Gkn Kargo,"Cumhuriyet, 1985. Sk. NO:7, 34515 Beylikdüzü/İstanbul, Türkiye","41.0162963, 28.649130799999995"
5540,Karabük Kargo Şirketleri,Karabük,Gkn Kargo,"Kartaltepe, Atakan Sk. No:6, 78100 Karabük Merkez/Karabük, Türkiye","41.1972374, 32.6167127"
5541,Mng Kargo Karsan Şubesi,Karaman,Gkn Kargo,"Yenimahalle, Mara Yolu No:12/B, 70200 Karaman Merkez/Karaman, Türkiye","37.177363899999996, 33.2277622"
5542,GKN KAYSERİ MELİKGAZİ,Kayseri,Gkn Kargo,"GÜLÜK MAHALLESİ NO:36-A TOWER 352 OTEL ALTI, Gülük, 38120 Melikgazi/Kayseri, Türkiye","38.7190799, 35.481615999999995"
5543,MNG Kargo,Kilis,Gkn Kargo,"İslambey, Şht. Sakıp Cd. No:6, 79090 Kilis Merkez/Kilis, Türkiye","36.715903399999995, 37.1208228"
5544,Gkn Kargo Çerkezköy,Kırklareli,Gkn Kargo,"Fevzi Paşa, Güveniş Cd. No:87, 59500 Çerkezköy/Tekirdağ, Türkiye","41.280414, 27.989009"
5545,Gkn Kargo,Kırşehir,Gkn Kargo,"Yeni, Okul Sk. No:18, 50160 Nevşehir Merkez/Nevşehir, Türkiye","38.6267672, 34.7160578"
5546,Gkn Kargo Kartal,Kocaeli,Gkn Kargo,"Esentepe, Makam Sk. No:8, 34870 Kartal/İstanbul, Türkiye","40.908531599999996, 29.1823759"
5547,GKN Kargo,Kütahya,Gkn Kargo,"Hoşnudiye, Kemal, Mustafa Kemal Atatürk Cd No:174 B26130, 26130 Eskişehir Merkez/Eskişehir, Türkiye","39.7777804, 30.5091302"
5548,Gkn Kargo,Manisa,Gkn Kargo,"Halkapınar, 35170 Konak/İzmir, Türkiye","38.431394700000006, 27.1680115"
5549,Gkn kargo Yenişehir,Mersin,Gkn Kargo,"Cumhuriyet, 33110 Yenişehir/Mersin, Türkiye","36.787638699999995, 34.6085985"
5550,Mng Kargo - Muş Şubesi,Muş,Gkn Kargo,"Hürriyet Mah, Atatürk Cd. N:21/1, 49120 Muş Merkez/Muş, Türkiye","38.735873399999996, 41.4900327"
5551,Gkn Kargo,Nevşehir,Gkn Kargo,"Yeni, Okul Sk. No:18, 50160 Nevşehir Merkez/Nevşehir, Türkiye","38.6267672, 34.7160578"
5552,Vatan Kargo Niğde,Niğde,Gkn Kargo,"Aşağı Kayabaşı, Mahallesi, 75. Yıl Cd. 24/A, 51700 Niğde Merkez/Niğde, Türkiye","37.9663125, 34.646560799999996"
5553,Gkn Kargo,Sakarya,Gkn Kargo,"Topçu, 1512. Cd. No:6, 06796 Etimesgut/Ankara, Türkiye","39.948864799999996, 32.6189099"
5554,Gkn Kargo,Samsun,Gkn Kargo,"Topçu, 1512. Cd. No:6, 06796 Etimesgut/Ankara, Türkiye","39.948864799999996, 32.6189099"
5555,MNG Kargo,Siirt,Gkn Kargo,"Yeni, Medine Cd. No:17, 56100 Siirt Merkez/Siirt, Türkiye","37.9338288, 41.9422182"
5556,Mng Kargo - Sinop Şubesi,Sinop,Gkn Kargo,"Zeytinlik Mh, Aşiyan 2 Nolu Sk No:5A, 57010 Sinop Merkez/Sinop, Türkiye","42.020523999999995, 35.1638241"
5557,Gkn Kargo,Şanlıurfa,Gkn Kargo,"Yenişehir, Yenişehir Cd. No:6, 63300 Şanlıurfa Merkez/Şanlıurfa, Türkiye","37.166491, 38.8070404"
5558,Gkn kargo cizre,Şırnak,Gkn Kargo,"Şah, Fevzi Çakmak Cd. No:29, 73200 Cizre/Şırnak, Türkiye","37.3294423, 42.187077699999996"
5559,Gkn Kargo Çerkezköy,Tekirdağ,Gkn Kargo,"Fevzi Paşa, Güveniş Cd. No:87, 59500 Çerkezköy/Tekirdağ, Türkiye","41.280414, 27.989009"
5560,MNG Kargo,Tokat,Gkn Kargo,"Yeşilırmak, Mehmet Şahin Cd. 4 Sok No:4/B, 60100 Tokat Merkez/Tokat, Türkiye","40.3329501, 36.546461199999996"
5561,MNG Kargo,Trabzon,Gkn Kargo,"Kemerkaya, Cumhuriyet Cd. No:13A, 61050 Ortahisar/Trabzon, Türkiye","41.007592599999995, 39.725955299999995"
5562,MNG Kargo,Tunceli,Gkn Kargo,"Moğultay, Opr. Dr. M. Kahraman Cd. No:10A, 62100 Tunceli Merkez/Tunceli, Türkiye","39.106459699999995, 39.5505583"
5563,GKN KARGO,Van,Gkn Kargo,"Gürsel, Okmeydanı Caddesi, Dünür Sk., 34400 Kâğıthane/İstanbul, Türkiye","41.065115399999996, 28.969639299999997"
